,polarity,comment
594,1,"Oh whoaOh whoaOh whoaYou know you love me, I know you careJust shout whenever and I'll be thereYou are my love, you are my heartAnd we will never, ever, ever be apartAre we an item? Girl, quit playingWe're just friends, what are you saying?Said, There's another and look right in my eyesMy first love broke my heart for the first time and I was likeBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineOh, for you I would have done whateverAnd I just can't believe we ain't togetherAnd I wanna play it cool, but I'm losin' youI'll buy you anything, I'll buy you any ringAnd I'm in pieces, baby, fix meAnd just shake me 'til you wake me from this bad dreamI'm going down, down, down, downAnd I just can't believe my first love won't be around and I'm likeBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineLuda!When I was 13, I had my first loveThere was nobody that compared to my babyAnd nobody came between us or could ever come aboveShe had me going crazyOh, I was star-struckShe woke me up daily, don't need no StarbucksShe made my heart poundIt skip a beat when I see her in the street andAt school on the playground but I really wanna see her on the weekendShe knows she got me dazing'Cause she was so amazingAnd now my heart is breaking but I just keep on sayingBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineI'm gone (yeah, yeah, yeah, yeah, yeah, yeah)Now I'm all gone (yeah, yeah, yeah, yeah, yeah, yeah)Now I'm all gone (yeah, yeah, yeah, yeah, yeah, yeah)Now I'm all gone (gone, gone, gone)I'm gone"
595,-1,dislike
596,0,Sou do Brasil
597,0,Most commented song
598,1,Justin beiber 2021 looks like a person who would ask justin beiber 2009 to get in his Van
599,-1,00:00 already bad
600,-1,It must be very awkward filming this videos
601,0,He smoving
602,0,Esta cancin Es leyenda en caso yo nunca falto en escuchar esta joya aparte de ser muy significativa para mi!!!
603,1,Hi guys . yes we are a legend 2021
604,1,Sweet singing
605,1,We can't see dislikes :(
606,0,baby baby oooh
607,0,I saw when justin beiber was in the concurt here in Saudi Arabia
608,1,Popularity of this song is just insane
609,-1,use me as a dislike button
610,0,Perfeito
611,-1,Dislike now
612,0,Garbage
613,-1,New Generation will never know how many dislikes it got
614,1,Ludacris really always had that crazy good flow
615,-1,DISLIKES HERE !!!!!!
616,0,CANTA MUITO MLK
617,0,1:15 isn't that drake?
618,0,Relembrando os tempos
619,-1,Sad to see all those dislikes gone.
620,0,gusto ko ang kanta
621,1,wow 19m likes this must be a good song shame i cant see the like to dislike ratio anymore
622,0,MDS Q SSDS
623,1,Good  job man
624,0,"Man, this was made in 2010? I was a year old at this time"
625,-1,4.3 million comments. 2.6 billion views. Forget nation this song was GLOBAL. i dont  just throw the word Global around but in 2009 etc. Bieb was fuvkin GLOBAL
626,-1,Yea i had to come to the video bc that shit really just hit me dawgg. Damn. 2009  i was 8 lol the lyrics never meant anything... BUT NOW 12 years later them lyrics hit dawg. Real life grew up on this song yo i cant express that enough. Shoutout Bieb &amp; Luda
627,-1,Dislike
628,-1,this used to the worst video every at least that what they said when they roasted his ass lol know idk what it is as far as dislikes
629,0,Baby ohhhh
630,0,but did he really get the babe?
631,-1,When YouTube pulls a CCP and removes dislikes.
632,1,"0 dislikes, must be a good song"
633,0,It my memory :((((
634,0,why is there drake in the video?
635,0,GOOOOOOOOOOOOOOOOOOO JUEEEEEEEEEEEEEEE
636,0,BieberBalls
637,1,"PRAY NOWDear God, I know I'm a sinner, and I ask for your forgiveness. I believe Jesus Christ is Your Son. I believe that He died for my sin and that you raised Him to life. I want to trust Him as my Savior and follow Him as Lord, from this day forward. Guide my life and help me to do your will. I pray this in the name of Jesus. Amen.Did you pray this prayer"
638,-1,Va no me contesta  si jolso me muy contenta con dos aos y zona centro de locos rea de trabajo como viotre fue su casa o en la tarde me toca
639,-1,Dislike
640,0,"isto em 2x  uma raridade, uma repleta dinvidade"
641,1,its crazy i that this pops upon my yt recommended and it been 11 since it was made lol
642,0,Beuh
643,0,Bieber Balls From Tim Hortons
644,1,why is justin bieber  I'm  in love in justin  bieber
645,-1,"Wow this has no dislike, this song must be fire"
646,1,"no dislikes at all, what a masterpiece"
647,1,"Don't worry, you ain't the only one listening to this masterpiece in 2022 new year"
648,0,so quickly did 10 years go by?
649,0,December 2021
650,1,good
651,0,Nostalgie cette musique
652,1,This man was like 15 when this was recorded and i'm like 20 and still single...
653,-1,OH WOW NO DISLIKES THIS MUST BE LEGENDARY !
654,1,3:17 he looks like he is getting harrased this song  i do not approve lol
655,1,your the best justin bieber
656,0,Que lindo mi novio
657,1,But when he's a teenager his voice sounds like girl.
658,-1,):
659,1,I can't stop listening to this song
660,0,2021
661,1,I love u
662,1,Welcome Legends In 2021 and 2022
663,1,BRUH this is 11 years ago look at yourself now you make way better songs than this
664,-1,The Dislike dammit
665,0,Never can be old
666,1,Video: can be up to 4kMy computer on 4k : OMG IM DYING SOMONE HELP PLZZZZZZZZme: Why does it keep lagging?My computer: x_x
667,1,Fine song
668,-1,Dislike
669,0,This song is legendary
670,-1,This video is the most disliked music video btw
671,1,After Removed dislikes this song must be a masterpiece
672,0,2022?
673,-1,Dislike
674,0,Oooo
675,0,"Ouvir essa msica depois de muito mais velho  muito daora cara, pura infncia kkkkk"
676,1,Love you
677,0,will justin bieber learn more than one word?
678,-1,"What a shame, no one took note of the dislikes before disappearing"
679,1,This song still better than 90% of 2021 releases
680,0,como bebe bebe bebe
681,1,It's 2021 December 5 let's see how many people are listening to this masterpiece.
682,1,"Wow, 19 Million likes and no dislikes? Must be good!"
683,0,Ella es selena gomez?
684,1,ONR ANE ONLY MASTERPIECE
685,0,Who is here is December 2021?
686,-1,"im the dislike button , HEHEHHEHE'"
687,0,Who's here in 11/2021
688,-1,1:14 wtf drake is on that video. Lol
689,1,This song is so good its editing is so good
690,1,He should have stayed like this forever.. Now he looks freaking bad.. He not cute no more... Lol
691,0,How many members are seeing in 2021
692,0,I'm more of a Smash Mouth man myself.
693,-1,Use me as a dislike button
694,1,even if u are a child ur voice will be the best.
695,0,W   1
696,1,Will love this song forever
697,0,December 2021
698,0,Jb is a G.O.A.T agreeeee???
699,1,Still a masterpiece
700,1,Good song
701,-1,Dislike
702,0,.
703,0,Z
704,0,"yo, where are disslike's bruh"
705,0,Me encanta Justin Bieber
706,0,I'm now wondering how Justin feels that he sang this song
707,-1,I don't understand why this song has so many dislikes. I find it very cool
708,0,If you're listening this song after 11 years you're a legend
709,1,Who's here to check how the video looks without dislikes
710,1,"hi! sorry to interrupt you scrolling, to anyone who has suicidal thoughts this year,thank you from the bottom of my heart for sticking around. I know things have been hard.They may be still hard. But I'm so proud of you and I'm so glad you're still here"
711,-1,After a decade YouTube removed 12 M dislikes
712,0,Hey kid
713,1,"Am I the only one who found this song annoying as a kid but now thinks it's a banger now that they're an adult? Not a bad tune, it was just fun to mock back then."
714,0,"It's been 11 years, has anyone heard back?"
715,-1,11 year pass still listening this song.......nothing is change except dislike section
716,1,"I can't believe this is a song that's been over 11 years old. A very great song. I love you, Justin Bieber"
717,0,?
718,1,Legendary song of the greatest popstar
719,1,Legendary song of the greatest popstar in the world
720,0,JUstin Bieber
721,1,The comment section is like a family
722,0,2021? Anyone ? hahahaha
723,0,Dost wing seng manwai you are
724,1,I was in 7th grade and this song was spreading like a wild fire.
725,1,"let's be honest, this song is actually pretty good"
726,1,Welcome back
727,1,11 years have passed but the comments column is always active
728,0,Never forgot.
729,1,I like how the video has the right aspect ratio than the previous version until it was updated
730,-1,Justin why you cheated Selena why???
731,0,Back to it after eleven long years still feels its just released out
732,1,Greetings from Saudi Arabia
733,0,Anyone Watching In 2022?
734,0,Wowo
735,0,2021 anyone...??
736,0,Addicted song
737,0,"I came for nostalgia, and what do i get?Comment bots taking over the comments"
738,0,i saw em 2 boys get sturdy
739,1,"What? Comments just before 2-3 days has likes in thousand, still active"
740,-1,Use me as a dislike button
741,1,"You know you love me, I know you careJust shout whenever and I'll be thereYou are my love, you are my heartAnd we will never, ever, ever be apartAre we an item? Girl, quit playingWe're just friends, what are you saying?Said, There's another and look right in my eyesMy first love broke my heart for the first time and I was likeBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineOh, for you I would have done whateverAnd I just can't believe we ain't togetherAnd I wanna play it cool, but I'm losin' youI'll buy you anything, I'll buy you any ringAnd I'm in pieces, baby, fix meAnd just shake me 'til you wake me from this bad dreamI'm going down, down, down, downAnd I just can't believe my first love won't be around and I'm likeBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineLuda!When I was 13, I had my first loveThere was nobody that compared to my babyAnd nobody came between us or could ever come aboveShe had me going crazyOh, I was star-struckShe woke me up daily, don't need no StarbucksShe made my heart poundIt skip a beat when I see her in the street andAt school on the playground but I really wanna see her on the weekendShe knows she got me dazing'Cause she was so amazingAnd now my heart is breaking but I just keep on sayingBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineI'm gone (yeah, yeah, yeah, yeah, yeah, yeah)Now I'm all gone (yeah, yeah, yeah, yeah, yeah, yeah)Now I'm all gone (yeah, yeah, yeah, yeah, yeah, yeah)Now I'm all gone (gone, gone, gone)I'm gone"
742,-1,dislike disappeared lol
743,-1,No dislike wowThere is no one who hates this songs :3
744,1,It's December 2021.See how many legend hear this masterpiece
745,1,"Oh whoaOh whoaOh whoaYou know you love me, I know you careJust shout whenever and I'll be thereYou are my love, you are my heartAnd we will never, ever, ever be apartAre we an item? Girl, quit playingWe're just friends, what are you saying?Said, There's another and look right in my eyesMy first love broke my heart for the first time and I was likeBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineOh, for you I would have done whateverAnd I just can't believe we ain't togetherAnd I wanna play it cool, but I'm losin' youI'll buy you anything, I'll buy you any ringAnd I'm in pieces, baby, fix meAnd just shake me 'til you wake me from this bad dreamI'm going down, down, down, downAnd I just can't believe my first love won't be around and I'm likeBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineLuda!When I was 13, I had my first loveThere was nobody that compared to my babyAnd nobody came between us or could ever come aboveShe had me going crazyOh, I was star-struckShe woke me up daily, don't need no StarbucksShe made my heart poundIt skip a beat when I see her in the street andAt school on the playground but I really wanna see her on the weekendShe knows she got me dazing'Cause she was so amazingAnd now my heart is breaking but I just keep on sayingBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineI'm gone (yeah, yeah, yeah, yeah, yeah, yeah)Now I'm all gone (yeah, yeah, yeah, yeah, yeah, yeah)Now I'm all gone (yeah, yeah, yeah, yeah, yeah, yeah)Now I'm all gone (gone, gone, gone)I'm gone"
